"subject" "activity" "mean" "std"
1 "laying" -0.630347922547237 0.54312580742208
1 "laying" -0.637217588987219 0.558492963327653
1 "laying" -0.648395693625187 0.546930965945706
1 "laying" -0.657808604004278 0.540801976965456
1 "walking" -0.373762232922353 0.46247154958928
1 "walking" -0.336874138709626 0.448117779825302
1 "walking" -0.341955119642424 0.455458406295008
1 "walking" -0.303804710649643 0.447900159231145
1 "walking" -0.303013392548841 0.452446846054534
1 "walking" -0.314193721670945 0.446778203370729
1 "walking" -0.334004255122638 0.458665921866671
1 "walking" -0.317855160262977 0.452838092033099
1 "walking" -0.368292665177166 0.462333708040472
1 "walking" -0.337928328406061 0.451507349882868
1 "walking" -0.344280113168663 0.446759604664245
1 "walking" -0.320794428905348 0.445361448243404
1 "walking" -0.303972551243832 0.458524849668562
1 "walking" -0.290712416360036 0.445391198036582
1 "walking" -0.298929348282496 0.449136635318647
1 "walking" -0.303826568447665 0.454304709121924
1 "walking" -0.308141080567879 0.448232249963136
1 "walking" -0.303307946885027 0.438374965412827
1 "walking" -0.297645063976114 0.452877999801023
1 "walking" -0.313297681915508 0.440879077909829
1 "walking" -0.309874409699393 0.445541650602518
1 "walking" -0.296184399174064 0.447806055469905
1 "walking" -0.309934396000356 0.446192533661772
1 "walking" -0.25937103576738 0.440983340925284
1 "walking" -0.283384731214617 0.446232896083186
1 "walking" -0.293289650625134 0.46189325204559
1 "walking" -0.302374811990553 0.456340174555883
1 "walking" -0.335428887950463 0.453778771998605
1 "walking" -0.312844901594547 0.448867057503995
1 "walking" -0.293470167709661 0.445041306865753
1 "walking" -0.303096162593654 0.440934782819376
1 "walking" -0.306718902846168 0.448052732051627
1 "walking" -0.316400444072193 0.454294954663729
1 "walking" -0.271843978214838 0.453319579455896
1 "walking" -0.311396886112834 0.455104158371457
1 "walking" -0.320567937059964 0.445393756960384
1 "walking" -0.329810664737308 0.458057300963807
1 "walking" -0.317740158423119 0.446788963117256
1 "walking" -0.33209124773328 0.454644005415269
1 "walking" -0.340893880442977 0.458211197269922
1 "walking" -0.355583521639875 0.450273954399841
1 "walking" -0.37308955880943 0.457879202640634
1 "walking" -0.365736922235258 0.456063261520369
1 "walking" -0.353605203906239 0.453151865285584
1 "walking" -0.331673127488948 0.460606257877184
1 "walking" -0.338066160478788 0.452854852016772
1 "walking" -0.353360423243012 0.452535492473421
1 "walking downstairs" -0.370323264121569 0.463159302217422
1 "walking downstairs" -0.338439935266845 0.461583326174594
1 "walking downstairs" -0.308922332447986 0.453282072946403
1 "walking downstairs" -0.315078175887701 0.452465674214366
1 "walking downstairs" -0.313216781375045 0.462399517030197
1 "walking downstairs" -0.270754499540107 0.460783186288268
1 "walking downstairs" -0.281071154208271 0.451492510565899
1 "walking downstairs" -0.333185643285027 0.463740290977185
1 "walking downstairs" -0.340185273725116 0.472805471125437
1 "walking downstairs" -0.206452124034225 0.449423806965096
1 "walking downstairs" -0.259164636374153 0.459453437603349
1 "walking downstairs" -0.218841448402852 0.443625356317213
1 "walking downstairs" -0.235468066469786 0.45436976151837
1 "walking downstairs" -0.272233622698915 0.445480940577563
1 "walking downstairs" -0.295037280055579 0.457887776688873
1 "walking downstairs" -0.272141863630873 0.440939043971378
1 "walking downstairs" -0.288803158151337 0.463142331078683
1 "walking downstairs" -0.329682861209091 0.46494021756245
1 "walking downstairs" -0.306863171714189 0.463627144965167
1 "walking downstairs" -0.280197479114242 0.443590992928281
1 "walking downstairs" -0.262398364941176 0.444546427736744
1 "walking downstairs" -0.304449578732843 0.441411435884382
1 "walking downstairs" -0.339946259758119 0.450681343371251
1 "walking downstairs" -0.342486142951693 0.458565421241878
1 "walking downstairs" -0.345712652141711 0.459095444051744
1 "walking upstairs" -0.414945052816756 0.485444602400986
1 "walking upstairs" -0.422460407929234 0.488318520648588
1 "walking upstairs" -0.426081073997326 0.477874539770977
1 "walking upstairs" -0.387398101309091 0.477373382303622
1 "walking upstairs" -0.394069809623886 0.482907657422829
1 "walking upstairs" -0.412121767498752 0.481074815515736
1 "walking upstairs" -0.408316749521693 0.481969365037258
1 "walking upstairs" -0.404038610680749 0.487781714835384
1 "walking upstairs" -0.406510593090731 0.488815269242173
1 "walking upstairs" -0.419521982631194 0.492160801565137
1 "walking upstairs" -0.406128790024724 0.484704602355888
1 "walking upstairs" -0.402744410549554 0.476954205554402
1 "walking upstairs" -0.440213136544563 0.477705040854858
1 "walking upstairs" -0.426745215417112 0.475192798224687
1 "walking upstairs" -0.425139530605615 0.496644614662434
1 "walking upstairs" -0.450282820124777 0.503233313094863
1 "walking upstairs" -0.452109281001426 0.496490891061348
1 "walking upstairs" -0.425222517622121 0.500061549734614
1 "walking upstairs" -0.407129555193761 0.495346578955014
1 "walking upstairs" -0.405909181138859 0.490961744886222
1 "walking upstairs" -0.405577391498396 0.484870622615339
1 "walking upstairs" -0.433140853583422 0.475200239288322
1 "walking upstairs" -0.434402810309447 0.472572274410885
1 "walking upstairs" -0.414162597054724 0.477035584889676
1 "walking upstairs" -0.429206523387701 0.491334019765478
1 "walking upstairs" -0.412749380813369 0.482499105425137
1 "standing" -0.620231283567897 0.564415384966892
1 "standing" -0.648524571674314 0.525324441090524
1 "standing" -0.640339340744456 0.534074438360112
1 "standing" -0.639752451485205 0.524460992521421
1 "standing" -0.643945778319733 0.520847843416786
1 "standing" -0.641331502423422 0.528202839071595
1 "standing" -0.639125460840535 0.544457117834034
1 "standing" -0.661468583944029 0.526948720691792
1 "standing" -0.647720072602496 0.534684091098522
1 "standing" -0.642683387466239 0.538913007417433
1 "standing" -0.65648480414726 0.537081579106876
1 "standing" -0.660113242157112 0.529130371251529
1 "standing" -0.662150270288922 0.525272888737044
1 "standing" -0.647116539650267 0.538666611794763
1 "standing" -0.610900215743975 0.557185652130957
1 "standing" -0.631851254701604 0.560581922620368
1 "standing" -0.630324706428075 0.561875079605252
1 "standing" -0.655954573917825 0.531603551888494
1 "standing" -0.65178931873262 0.541922885900444
1 "standing" -0.64845921724795 0.552596741537959
1 "standing" -0.653188077657576 0.541482177539272
1 "standing" -0.656201602472727 0.545223990956644
1 "standing" -0.657113236233333 0.543413441618278
1 "standing" -0.659709480040802 0.53362860673822
1 "standing" -0.653948985988414 0.544028585956142
1 "standing" -0.660423626211408 0.534308180893789
1 "sitting" -0.60674762713 0.547550881688085
1 "sitting" -0.618771254217094 0.563020139620995
1 "sitting" -0.629987304706239 0.559582036457499
1 "sitting" -0.6381942675082 0.55019142681712
1 "sitting" -0.644223990455437 0.553789737661056
1 "sitting" -0.649022220608984 0.553390387064869
1 "sitting" -0.641330444183244 0.560153073654145
1 "sitting" -0.644160506654545 0.555512075325941
1 "sitting" -0.648466457780856 0.550112183041673
1 "sitting" -0.648525589853904 0.551393008843198
1 "sitting" -0.652972726403672 0.547852015663372
1 "laying" -0.609745205895615 0.540389757412166
1 "laying" -0.627691338142424 0.545232850916422
1 "laying" -0.641564182922638 0.553742474379156
1 "laying" -0.633821019702317 0.561422651542353
1 "laying" -0.648313763757754 0.547744062532396
1 "laying" -0.65290230903672 0.543525140703729
1 "laying" -0.646415384535419 0.546939821435888
1 "laying" -0.646221573722282 0.548124313451554
1 "laying" -0.643904192490321 0.555728524779117
1 "laying" -0.649461478259893 0.543660864086691
1 "laying" -0.647793512279804 0.549804995563107
1 "laying" -0.653916573370945 0.541728803883153
1 "sitting" -0.60935184472893 0.539195164207537
1 "sitting" -0.627487751687772 0.549378982025847
1 "sitting" -0.637513476817611 0.539343213685242
1 "sitting" -0.640910922330303 0.543554876061455
1 "sitting" -0.641656781856506 0.546793195755847
1 "sitting" -0.651651370752941 0.540974988692487
1 "sitting" -0.65072411635057 0.538522119248434
1 "sitting" -0.646997031258467 0.54898887856545
1 "sitting" -0.652108368672192 0.549630813798396
1 "sitting" -0.651640721026203 0.548022797018867
1 "sitting" -0.651585342241533 0.54676845748372
1 "sitting" -0.648552384350677 0.534531391404324
1 "laying" -0.434659234827825 0.507751043865194
1 "laying" -0.488388291288592 0.548320744199204
1 "laying" -0.61820096846221 0.530280912512661
1 "laying" -0.612308613927504 0.539181165352991
1 "laying" -0.617589792814759 0.539189847529797
1 "laying" -0.634969924791622 0.544298568758916
1 "laying" -0.656557488517825 0.528598209705816
1 "laying" -0.646886874536007 0.5358692056396
1 "laying" -0.628115168416399 0.543200301314024
1 "laying" -0.608343518730838 0.574868150260995
1 "laying" -0.616747210849554 0.554566736579302
1 "walking" -0.380561496143672 0.456453949947352
1 "walking" -0.348665108373048 0.453419683168285
1 "walking" -0.339493937845633 0.446066469871898
1 "walking" -0.338178109817112 0.447704094394572
1 "walking" -0.334807326051462 0.450286745570157
1 "walking" -0.337393509857326 0.448904267912579
1 "walking" -0.321945275598021 0.461816391214606
1 "walking" -0.340248977043137 0.460129028501349
1 "walking" -0.355127713182709 0.465676277582104
1 "walking" -0.315210564374332 0.466841795101834
1 "walking" -0.324843568015098 0.46074685558451
1 "walking" -0.352288577881818 0.454258676980425
1 "walking" -0.340453513413012 0.45111636736819
1 "walking" -0.32415964421426 0.45002584847165
1 "walking" -0.325194166636185 0.451506276074419
1 "walking" -0.304188127793048 0.450192362211504
1 "walking" -0.302389739504831 0.456095092170096
1 "walking" -0.337705882233512 0.451343160385234
1 "walking" -0.339162712578289 0.452364711811656
1 "walking" -0.282071559359483 0.448673305103757
1 "walking" -0.266074875692513 0.44382671377648
1 "walking" -0.280156542551337 0.451176863689691
1 "walking" -0.315476639258467 0.453292690881476
1 "walking" -0.284375201315508 0.451661924014101
1 "walking" -0.293726932533333 0.458307341568559
1 "walking" -0.286591356914082 0.460460294969803
1 "walking" -0.311631374667201 0.456267717997025
1 "walking" -0.335850235525686 0.457424845937484
1 "walking" -0.352395206693405 0.457241990312703
1 "walking" -0.31057771928082 0.450932341500723
1 "walking" -0.312974281963975 0.465141244727717
1 "walking" -0.351589902645811 0.455506684635744
1 "walking" -0.347210913801783 0.462313189366852
1 "walking" -0.347017691328111 0.456487495037333
1 "walking" -0.31590897285 0.46271181068365
1 "walking" -0.299812566083779 0.462928923428376
1 "walking" -0.321429542123886 0.461108025394827
1 "walking" -0.354647828915686 0.454031629606985
1 "walking" -0.345469980818966 0.45440070430512
1 "walking" -0.312780068597326 0.449949229421624
1 "walking" -0.276196599155258 0.45340627592333
1 "walking" -0.249326508424242 0.446787172807255
1 "walking" -0.271711299661497 0.441005102257228
1 "walking" -0.302502846966506 0.445845217243812
1 "walking" -0.261363131319073 0.453442513287844
1 "walking" -0.262046949526435 0.452663050269955
1 "walking" -0.332225161341711 0.448953299095455
1 "walking" -0.335468632529768 0.44855239222896
1 "walking downstairs" -0.400459508364492 0.471433287905955
1 "walking downstairs" -0.32922103644123 0.469458842574503
1 "walking downstairs" -0.287686872888414 0.454941361041497
1 "walking downstairs" -0.222394948186988 0.451178269202206
1 "walking downstairs" -0.282118790824742 0.447202566785918
1 "walking downstairs" -0.336042682909677 0.455617970191776
1 "walking downstairs" -0.324811861175455 0.462036743738973
1 "walking upstairs" -0.418098341882068 0.490070770144709
1 "walking upstairs" -0.413105474502674 0.488697860446915
1 "walking upstairs" -0.388451085786096 0.490314849672042
1 "walking upstairs" -0.394189854372586 0.491283722279912
1 "walking upstairs" -0.404611142277701 0.493670298762235
1 "walking upstairs" -0.387516122583957 0.477472328911152
1 "walking upstairs" -0.388642399177005 0.472771411150459
1 "walking upstairs" -0.399493139717807 0.479317976075316
1 "walking upstairs" -0.393959422484617 0.484780466477295
1 "walking upstairs" -0.392443222808021 0.491160678707127
1 "walking upstairs" -0.406484250869875 0.489336553789633
1 "walking upstairs" -0.391210732036364 0.482259485447153
1 "walking upstairs" -0.360029635660784 0.469157938967621
1 "walking upstairs" -0.385133888930303 0.480082120082988
1 "walking upstairs" -0.394412828957041 0.470491292355048
1 "walking upstairs" -0.377399686999822 0.477490302307871
1 "walking upstairs" -0.383811778479501 0.491197839842109
1 "walking upstairs" -0.4065353547959 0.484460618604009
1 "walking upstairs" -0.420647933312834 0.494942686079919
1 "walking upstairs" -0.426543226447772 0.500222619814042
1 "walking upstairs" -0.387492214384314 0.476770323370927
1 "walking upstairs" -0.379820745393761 0.480000529596878
1 "walking upstairs" -0.411608695958324 0.488835095195107
1 "walking upstairs" -0.403057873053476 0.473751024751176
1 "walking upstairs" -0.390883635586453 0.476330726800834
1 "walking upstairs" -0.394367031822282 0.495240182569238
1 "walking upstairs" -0.404542899486631 0.483094744612909
1 "walking downstairs" -0.31926800043631 0.470394736998569
1 "walking downstairs" -0.289819922136488 0.461570701397476
1 "walking downstairs" -0.259405620942353 0.452490741752308
1 "walking downstairs" -0.264791869726381 0.45147114806002
1 "walking downstairs" -0.307299873726667 0.456227049066471
1 "walking downstairs" -0.295449293237077 0.44278876387128
1 "walking downstairs" -0.282303277118717 0.449673983975359
1 "walking downstairs" -0.286822048209447 0.458115937890935
1 "walking downstairs" -0.32854353252959 0.458659322191349
1 "walking downstairs" -0.267349974051872 0.45653450185637
1 "walking downstairs" -0.268418256500713 0.447823913937308
1 "walking downstairs" -0.31772642508221 0.449459183220689
1 "walking downstairs" -0.3204257776859 0.454893703922303
1 "walking downstairs" -0.267821962532709 0.445053163280342
1 "walking downstairs" -0.268068566801069 0.451288219983141
1 "walking downstairs" -0.313130322645651 0.453711354164216
1 "walking downstairs" -0.293652153983422 0.465696078893662
3 "standing" -0.534310978637611 0.516580240728129
3 "standing" -0.617255763401503 0.530094074061853
3 "standing" -0.656620101736898 0.523583726560745
3 "standing" -0.632769796911533 0.531070478580283
3 "standing" -0.62253238301975 0.515516162112416
3 "standing" -0.611683194640998 0.512273640443728
3 "standing" -0.601634454647415 0.517568166239449
3 "standing" -0.611196424124777 0.504545253108567
3 "standing" -0.595368891565348 0.507734307600408
3 "standing" -0.593005277749554 0.499186303542467
3 "standing" -0.590378829767914 0.504496260950467
3 "standing" -0.607621635656328 0.512463345075987
3 "standing" -0.626932492186096 0.512601939877146
3 "standing" -0.630728662047112 0.503051552650694
3 "standing" -0.614947549480927 0.510131121022899
3 "standing" -0.614170470640285 0.512081275569752
3 "standing" -0.578778751556738 0.555929012942746
3 "standing" -0.61732234226697 0.549492089171983
3 "standing" -0.635413110592692 0.544520848381441
3 "standing" -0.652166145360784 0.525640585658057
3 "standing" -0.643685278947594 0.522391321772598
3 "standing" -0.639248157954629 0.524676537021412
3 "standing" -0.642050195056524 0.524113775030434
3 "standing" -0.650745784798931 0.516084023541457
3 "standing" -0.645899218987701 0.533842411667501
3 "standing" -0.651690935435294 0.540027260202103
3 "standing" -0.649782277227273 0.541673981447652
3 "standing" -0.65283898798066 0.54742110430965
3 "standing" -0.649649898889305 0.549176991007136
3 "standing" -0.646539091710873 0.552091666366285
3 "standing" -0.645544585103743 0.519836185541257
3 "sitting" -0.558616034380392 0.557236892239304
3 "sitting" -0.601853901635829 0.563451755449454
3 "sitting" -0.627645285291087 0.543945694089459
3 "sitting" -0.640516964778431 0.528411522416257
3 "sitting" -0.65174608894615 0.530486260464626
3 "sitting" -0.645504949413904 0.531017227578421
3 "sitting" -0.572089111122816 0.558698781355176
3 "sitting" -0.562961340550759 0.540646468168916
3 "sitting" -0.570447175172193 0.519968156007109
3 "sitting" -0.603515952449661 0.557870622781362
3 "sitting" -0.607513831921676 0.560634407046603
3 "sitting" -0.613664324960731 0.548104490222765
3 "sitting" -0.591270822818175 0.523753010600262
3 "sitting" -0.632198668476595 0.530173175555521
3 "sitting" -0.645556547831729 0.52440449777559
3 "sitting" -0.648245187117825 0.529762341662495
3 "sitting" -0.647943535988414 0.529541784396529
3 "sitting" -0.646593044516399 0.531474467380363
3 "sitting" -0.6563873416 0.532291676883003
3 "sitting" -0.655388430350624 0.520861078917023
3 "sitting" -0.652669946989127 0.516082342928825
3 "sitting" -0.648294388738324 0.525164328344457
3 "sitting" -0.656229924745276 0.534824282667697
3 "sitting" -0.643996095056863 0.557209364094385
3 "sitting" -0.649405411021034 0.548061375906054
3 "sitting" -0.653080305055758 0.53560534448696
3 "laying" -0.582734840001961 0.528721291125484
3 "laying" -0.628269028576827 0.520707155651575
3 "laying" -0.635361259000624 0.526793973671822
3 "laying" -0.649213282875223 0.529979855589702
3 "laying" -0.651023040338681 0.523927077482318
3 "laying" -0.655433275294367 0.514505876016865
3 "laying" -0.650646457142781 0.512353436988267
3 "laying" -0.648362342075027 0.512387915096675
3 "laying" -0.641656882322638 0.517568357883388
3 "laying" -0.630436391004635 0.525708120354086
3 "laying" -0.62962989825918 0.533496164274864
3 "laying" -0.636739055217112 0.53200482072879
3 "laying" -0.641579009926925 0.515882464287237
3 "laying" -0.636089801308378 0.505559654103838
3 "laying" -0.603534633690196 0.548509554320748
3 "laying" -0.626100681953476 0.547694199392521
3 "laying" -0.638271179033743 0.541166843890536
3 "laying" -0.643041011655936 0.548558065396299
3 "laying" -0.652271268309804 0.539143609105581
3 "laying" -0.653779747701604 0.543574175838093
3 "laying" -0.66066111611082 0.540855630558388
3 "laying" -0.663285616462923 0.539879543215657
3 "laying" -0.656602954794725 0.542067650434105
3 "laying" -0.648795837255971 0.537641162644385
3 "laying" -0.645885475835508 0.543686178003322
3 "laying" -0.65042249705508 0.538787601900342
3 "laying" -0.651246390933636 0.542600073146865
3 "laying" -0.648831636397291 0.545115100244913
3 "laying" -0.647192595194118 0.548191734688012
3 "laying" -0.645154571957041 0.547997353668089
3 "walking" -0.473409762793226 0.482550293892947
3 "walking" -0.459443431552763 0.480969796512511
3 "walking" -0.417600719047415 0.486449276379718
3 "walking" -0.405748822653298 0.480399386707129
3 "walking" -0.4074079136082 0.475016647358154
3 "walking" -0.408266600928342 0.467717480327743
3 "walking" -0.381940700504617 0.469100889016823
3 "walking" -0.399631676334225 0.471765269115505
3 "walking" -0.400065633986631 0.469270561448249
3 "walking" -0.390164817509269 0.468172507428653
3 "walking" -0.38267480692344 0.467740364711355
3 "walking" -0.405490088342424 0.474272056544854
3 "walking" -0.414442447231373 0.478773831158959
3 "walking" -0.395833472291979 0.476141397752227
3 "walking" -0.381608627069875 0.476291316361076
3 "walking" -0.39170249631426 0.475855876199782
3 "walking" -0.477016515015508 0.493056092073226
3 "walking" -0.451671221493583 0.491871020747145
3 "walking" -0.421943028685205 0.489595127379041
3 "walking" -0.399087083545989 0.471523903548067
3 "walking" -0.364155458711052 0.4650616669428
3 "walking" -0.359681355549376 0.462301937015607
3 "walking" -0.375491995618182 0.465999169275795
3 "walking" -0.402371496228414 0.473661896246328
3 "walking" -0.383511539914973 0.465417121601684
3 "walking" -0.356019505276114 0.465453305460754
3 "walking" -0.355946040844724 0.458230378430164
3 "walking" -0.392669138239037 0.46737933735193
3 "walking" -0.394531519627442 0.468580155176408
3 "walking" -0.378636386320677 0.479574770563277
3 "walking" -0.384656070205704 0.471017047980342
3 "walking downstairs" -0.39872474356025 0.476889486020294
3 "walking downstairs" -0.381870865197451 0.475602819026273
3 "walking downstairs" -0.397594737652585 0.465804724757009
3 "walking downstairs" -0.404470939346346 0.470611722288105
3 "walking downstairs" -0.39244634125082 0.478950350352421
3 "walking downstairs" -0.382855571594652 0.467436559891614
3 "walking downstairs" -0.388206238042959 0.474617570117377
3 "walking downstairs" -0.406583449835811 0.48212124393229
3 "walking downstairs" -0.351726605784314 0.467877655927489
3 "walking downstairs" -0.313013663950624 0.466930981721826
3 "walking downstairs" -0.311880447554813 0.466543170722761
3 "walking downstairs" -0.345054948089109 0.46987901292818
3 "walking downstairs" -0.376253877603387 0.474902871774227
3 "walking downstairs" -0.336546777103226 0.474731944085597
3 "walking downstairs" -0.337516383311426 0.476791600235854
3 "walking downstairs" -0.298495405045455 0.478413336801789
3 "walking downstairs" -0.209924786744029 0.505986165171615
3 "walking downstairs" -0.261278274690553 0.470228882092487
3 "walking downstairs" -0.280676692538627 0.472897791141668
3 "walking downstairs" -0.307610846325847 0.461216050241775
3 "walking downstairs" -0.286009176836595 0.467152676313313
3 "walking downstairs" -0.21598619358984 0.475917437654519
3 "walking downstairs" -0.167829773898396 0.494881054959983
3 "walking upstairs" -0.48242546061426 0.490158544194911
3 "walking upstairs" -0.473598028038963 0.499967687446094
3 "walking upstairs" -0.466255070191979 0.489422927602147
3 "walking upstairs" -0.465865245967736 0.485175945570703
3 "walking upstairs" -0.457660749558824 0.481352662220926
3 "walking upstairs" -0.466610835279287 0.492344765475855
3 "walking upstairs" -0.467049105609626 0.487506442483554
3 "walking upstairs" -0.457555941118538 0.482592474360115
3 "walking upstairs" -0.475955500567558 0.486543712807985
3 "walking upstairs" -0.410381908942781 0.480971465139369
3 "walking upstairs" -0.405149974259964 0.487207642496981
3 "walking upstairs" -0.389833814734403 0.478037695807863
3 "walking upstairs" -0.375270318845668 0.47889119908168
3 "walking upstairs" -0.417922430078788 0.490049829457745
3 "walking upstairs" -0.409912430822816 0.48122678654775
3 "walking upstairs" -0.402221643832086 0.480483941084869
3 "walking upstairs" -0.422313556751408 0.486443385650266
3 "walking upstairs" -0.430154689600891 0.47764677471394
3 "walking upstairs" -0.435487703558467 0.489215150987108
3 "walking upstairs" -0.429062953304635 0.477611730607949
3 "walking upstairs" -0.406285334454848 0.478574952223505
3 "walking upstairs" -0.422110606465062 0.478147873650928
3 "walking upstairs" -0.419058986107683 0.487271853656078
3 "walking upstairs" -0.4004359531082 0.479747286165102
3 "walking upstairs" -0.400068272120321 0.473745220936913
3 "walking upstairs" -0.405939434540339 0.476078541044634
3 "walking upstairs" -0.401669591372549 0.492758862317385
3 "walking upstairs" -0.392449895770927 0.48822749851255
3 "walking upstairs" -0.396627443268324 0.475630669446628
3 "walking upstairs" -0.390552728143137 0.474463226920672
3 "walking upstairs" -0.409245633610339 0.468154936517959
3 "walking upstairs" -0.397891305950446 0.473783847974471
3 "walking upstairs" -0.380309458960963 0.48127619469257
3 "walking upstairs" -0.377184220202317 0.478012161520472
3 "standing" -0.580611033515865 0.525896546244637
3 "standing" -0.610867046189857 0.543027933065458
3 "standing" -0.609569492047237 0.529727191118798
3 "standing" -0.613781741011747 0.529782550809705
3 "standing" -0.634770597252816 0.523153941783178
3 "standing" -0.641579490573137 0.521930696676029
3 "standing" -0.64821174973975 0.519205210153066
3 "standing" -0.648136114118004 0.542270144368128
3 "standing" -0.648546813791979 0.536066203177058
3 "standing" -0.650734448918717 0.533298734248247
3 "standing" -0.649134016770856 0.528353066277318
3 "standing" -0.650392029084848 0.538372654801616
3 "standing" -0.647815364519982 0.545618599833787
3 "standing" -0.652726334166667 0.536975875771172
3 "standing" -0.560661079499879 0.52276480674904
3 "standing" -0.591591046850071 0.513783851696722
3 "standing" -0.595392434527273 0.502793274842998
3 "standing" -0.598591248198396 0.505839171406062
3 "standing" -0.619142177859002 0.522181370189402
3 "standing" -0.630674741614813 0.517215202581841
3 "standing" -0.622029721364831 0.513397736442696
3 "standing" -0.625903134259537 0.513566864276941
3 "standing" -0.646886441723529 0.501742953182683
3 "standing" -0.63204857370287 0.50639053149694
3 "standing" -0.63011700961836 0.51875374946442
3 "standing" -0.642336714714082 0.515247278300558
3 "standing" -0.644171486837344 0.523493010702107
3 "standing" -0.653562724558021 0.528420587863678
3 "standing" -0.647851942466132 0.52154623936288
3 "standing" -0.645955707568485 0.522141743427148
3 "sitting" -0.550983236186809 0.532543263334211
3 "sitting" -0.59425967612959 0.55013036128235
3 "sitting" -0.618958388764938 0.543626866830591
3 "sitting" -0.640804699799287 0.539068314131742
3 "sitting" -0.648139469700535 0.5457709566095
3 "sitting" -0.65524707029615 0.542993038454137
3 "sitting" -0.653219828211052 0.535233238703022
3 "sitting" -0.647196099240677 0.527916658723282
3 "sitting" -0.649685215128075 0.52836523092368
3 "sitting" -0.641721641361141 0.548306090272647
3 "sitting" -0.624518215190909 0.541923261865652
3 "sitting" -0.634043966439572 0.527893551500175
3 "sitting" -0.438634197566488 0.512583730884768
3 "sitting" -0.557858721841889 0.514873443097619
3 "sitting" -0.62097378829287 0.511599737609902
3 "sitting" -0.618572326298217 0.522233955770301
3 "sitting" -0.614781732753476 0.536228827481774
3 "sitting" -0.631108257711087 0.539153550405767
3 "sitting" -0.633817698787945 0.553456661778846
3 "sitting" -0.648937251900713 0.537648583055148
3 "sitting" -0.633802070454902 0.544000937661254
3 "sitting" -0.631357279668093 0.543238068475516
3 "sitting" -0.644573615048324 0.522544345375827
